key,text,tag,file,type,mod,protected_text
GR_WarningNoFusesLeft,"Warning: Due to the mechahybridizer not being shielded by any mechafuses, an ancient mechanoid raid will be on its way from orbit",GR_WarningNoFusesLeft,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Warning: Due to the mechahybridizer not being shielded by any mechafuses, an ancient mechanoid raid will be on its way from orbit"
GR_MechahybridizerProgress,Mechahybridization progress: {0},GR_MechahybridizerProgress,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mechahybridization progress: (PH_1)
GR_IFFCoherence,IFF Coherence: {0},GR_IFFCoherence,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,IFF Coherence: (PH_1)
GR_MechsInThisAntenna,Mech hybrids affected by this antenna:,GR_MechsInThisAntenna,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mech hybrids affected by this antenna:
GR_HybridRole,Hybrid role,GR_HybridRole,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Hybrid role
GR_HybridRoleCombat,Combat,GR_HybridRoleCombat,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Combat
GR_HybridRoleFarm,Farm,GR_HybridRoleFarm,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Farm
GR_HybridRoleUtility,Utility,GR_HybridRoleUtility,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Utility
GR_HybridRoleCombatDesc,Combat hybrids excel at either melee or ranged combat. These hybrids will benefit the most from implants and controller boosters.,GR_HybridRoleCombatDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Combat hybrids excel at either melee or ranged combat. These hybrids will benefit the most from implants and controller boosters.
GR_HybridRoleFarmDesc,"Farm hybrids produce some sort of resource over time, but generally need to be kept inside an animal pen. These hybrids will not benefit as much from implants and controller boosters.",GR_HybridRoleFarmDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Farm hybrids produce some sort of resource over time, but generally need to be kept inside an animal pen. These hybrids will not benefit as much from implants and controller boosters."
GR_HybridRoleUtilityDesc,Utility hybrids bring some kind of mechanic to the colony that isn't strictly used for combat or resource generation.,GR_HybridRoleUtilityDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Utility hybrids bring some kind of mechanic to the colony that isn't strictly used for combat or resource generation.
GR_CreatureMindControl,Mind control creature,GR_CreatureMindControl,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mind control creature
GR_CreatureMindControlDesc,Use mind control to order this creature around the map,GR_CreatureMindControlDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Use mind control to order this creature around the map
GR_CreatureRageAttack,Rage attack,GR_CreatureRageAttack,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Rage attack
GR_CreatureRageAttackDesc,Send the creature in a bloodthristy rage against its target,GR_CreatureRageAttackDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Send the creature in a bloodthristy rage against its target
GR_DetonateChemfuel,Detonate Chemfuel,GR_DetonateChemfuel,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Detonate Chemfuel
GR_DetonateChemfuelDesc,Remotely detonate the chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion,GR_DetonateChemfuelDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Remotely detonate the chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion
GR_InflictChickenRimPox,Inflict Chicken RimPox,GR_InflictChickenRimPox,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Inflict Chicken RimPox
GR_InflictChickenRimPoxDesc,"Attacks a target and inflicts Chicken RimPox, a debilitating disease",GR_InflictChickenRimPoxDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Attacks a target and inflicts Chicken RimPox, a debilitating disease"
GR_CarryMore,Carrying more weight,GR_CarryMore,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Carrying more weight
GR_CarryMoreDesc,This hybrid is carrying more weight than usual due to the influence of the animal control hub,GR_CarryMoreDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,This hybrid is carrying more weight than usual due to the influence of the animal control hub
GR_StartAdrenalineBurst,Adrenaline Rush,GR_StartAdrenalineBurst,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Adrenaline Rush
GR_StartAdrenalineBurstDesc,"Causes the creature to move much faster for a while, at the cost of getting tired afterwards for almost half a day",GR_StartAdrenalineBurstDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Causes the creature to move much faster for a while, at the cost of getting tired afterwards for almost half a day"
GR_ReleaseInsectClouds,Release Insect Clouds,GR_ReleaseInsectClouds,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Release Insect Clouds
GR_ReleaseInsectCloudsDesc,"Causes the creature to release insect clouds around it, damaging every pawn that isn't an insect hybrid",GR_ReleaseInsectCloudsDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Causes the creature to release insect clouds around it, damaging every (PH_1) that isn't an insect hybrid"
GR_StartStampede,Start Stampede,GR_StartStampede,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Start Stampede
GR_StartStampedeDesc,"Stampedes, moving faster and creating dust clouds that block line of view for projectile weapons. Gets the creature tired after a while",GR_StartStampedeDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Stampedes, moving faster and creating dust clouds that block line of view for projectile weapons. Gets the creature tired after a while"
GR_CreatePoisonousCloud,Release a poisonous cloud,GR_CreatePoisonousCloud,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Release a poisonous cloud
GR_CreatePoisonousCloudDesc,Creates a cloud of poison at a target's location,GR_CreatePoisonousCloudDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Creates a cloud of poison at a target's location
GR_StartBurrowing,Start Burrowing,GR_StartBurrowing,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Start Burrowing
GR_StartBurrowingDesc,"Sends the creature underground into burrowing mode, making it very resistant to damage for a while",GR_StartBurrowingDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Sends the creature underground into burrowing mode, making it very resistant to damage for a while"
GR_StartStamina,Increase Stamina,GR_StartStamina,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Increase Stamina
GR_StartStaminaDesc,Makes the creature more resistant to damage for a while,GR_StartStaminaDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Makes the creature more resistant to damage for a while
GR_StartInvokingInsanity,Invoke Insanity,GR_StartInvokingInsanity,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Invoke Insanity
GR_StartInvokingInsanityDesc,Invokes the insanity of That Which Man Is Not Meant to Know,GR_StartInvokingInsanityDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Invokes the insanity of That Which Man Is Not Meant to Know
GR_StartMechaBlast,Mecha Blast,GR_StartMechaBlast,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mecha Blast
GR_StartMechaBlastDesc,"Vents exhaust in the tiles surounding the mechanoid hybrid, burning anything close to it",GR_StartMechaBlastDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Vents exhaust in the tiles surounding the mechanoid hybrid, burning anything close to it"
GR_StartKeenSenses,Keen Senses,GR_StartKeenSenses,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Keen Senses
GR_StartKeenSensesDesc,"Makes the creature more aware of its surroundings, increasing its melee capacities (affects sight and consciousness)",GR_StartKeenSensesDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Makes the creature more aware of its surroundings, increasing its melee capacities (affects sight and consciousness)"
GR_StartCatReflexes,Cat Reflexes,GR_StartCatReflexes,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Cat Reflexes
GR_StartCatReflexesDesc,"Makes the creature much more agile, improving its chance to dodge melee attacks even further",GR_StartCatReflexesDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Makes the creature much more agile, improving its chance to dodge melee attacks even further"
GR_Orbital,Orbital power beam,GR_Orbital,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Orbital power beam
GR_OrbitalDesc,That's a nice... existance you have there. It would be a shame if someone were to end it.,GR_OrbitalDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,That's a nice... existance you have there. It would be a shame if someone were to end it.
GR_AbilityRecharging,Ability is rechaging. Check animal's health tab,GR_AbilityRecharging,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Ability is rechaging. Check animal's health tab
GR_PoisonCloudRange,Poison cloud has a maximum range of 10. Get closer to the target!,GR_PoisonCloudRange,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Poison cloud has a maximum range of 10. Get closer to the target!
GR_InvokingInsanityRange,Invoking insanity has a maximum range of 10. Get closer to the target!,GR_InvokingInsanityRange,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Invoking insanity has a maximum range of 10. Get closer to the target!
GR_GeneticTableImplantsSpeed,Genetic worktable speed: implants precept,GR_GeneticTableImplantsSpeed,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Genetic worktable speed: implants precept
GR_Safety,Safety,GR_Safety,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Safety
GR_Stability,Stability,GR_Stability,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Stability
GR_TimeMultiplier,Time multiplier,GR_TimeMultiplier,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Time multiplier
GR_SafetyDesc,"Safety is a number that gets deducted from the Failed outcome chance. For example, safety 5 reduces the risk of the failed outcome by 5% (from 10% to 5%). This value can also be negative, increasing the risk of a failed experiment.",GR_SafetyDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Safety is a number that gets deducted from the Failed outcome chance. For example, safety 5 reduces the risk of the failed outcome by 5% (from 10% to 5%). This value can also be negative, increasing the risk of a failed experiment."
GR_StabilityDesc,"Stability is a number that gets deducted from the swap chance. For example, stability 5 means that the base chance of the genes swapping turns from 10% to 5% (becoming more stable). This value can also be negative, which will mean the chance of genomes swapping their positions and resulting in an unwanted hybrid are larger.",GR_StabilityDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Stability is a number that gets deducted from the swap chance. For example, stability 5 means that the base chance of the genes swapping turns from 10% to 5% (becoming more stable). This value can also be negative, which will mean the chance of genomes swapping their positions and resulting in an unwanted hybrid are larger."
GR_TimeMultiplierDesc,"Time multiplier accelerates or increases the time taken by the genomorpher to complete its task. A fractional modifier accelerates the process (for example 0.5 means it will take half the usual time), while a modifier larger than 1 slows it down (2 means it will take double the time).",GR_TimeMultiplierDesc,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Time multiplier accelerates or increases the time taken by the genomorpher to complete its task. A fractional modifier accelerates the process (for example 0.5 means it will take half the usual time), while a modifier larger than 1 slows it down (2 means it will take double the time)."
GR_LetterLabelMonstrositiesArrived,Roaming monstrosities,GR_LetterLabelMonstrositiesArrived,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Roaming monstrosities
GR_LetterMonstrositiesArrived,"Some escaped genetically modified monstrosities have been wandering aimlessly through the wilds, and have been attracted to your colony! They are attacking immediately!\n\nThey seem to be afflicted with Greater Scaria, so they won't be able to be tamed, and will die in a few days, even if treated.",GR_LetterMonstrositiesArrived,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Some escaped genetically modified monstrosities have been wandering aimlessly through the wilds, and have been attracted to your colony! They are attacking immediately!(PH_2)(PH_1)They seem to be afflicted with Greater Scaria, so they won't be able to be tamed, and will die in a few days, even if treated."
GR_GenomorpherSpeedMultiplier,Genomorpher speed multiplier,GR_GenomorpherSpeedMultiplier,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Genomorpher speed multiplier
GR_GenomorpherSpeedMultiplierTooltip,"The speed of the Genomorpher process is multiplied by this number. Numbers below 1 decrease the time, while numbers above it increase it.",GR_GenomorpherSpeedMultiplierTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"The speed of the Genomorpher process is multiplied by this number. Numbers below 1 decrease the time, while numbers above it increase it."
GR_WombSpeedMultiplier,Womb speed multiplier,GR_WombSpeedMultiplier,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Womb speed multiplier
GR_WombMultiplierTooltip,"The speed of the electrowomb process is multiplied by this number. Numbers below 1 decrease the time, while numbers above it increase it.",GR_WombMultiplierTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"The speed of the electrowomb process is multiplied by this number. Numbers below 1 decrease the time, while numbers above it increase it."
GR_FailureRate,Base failure rate,GR_FailureRate,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Base failure rate
GR_FailureRateTooltip,"By default, a genomorpher process will fail 10% of the time. This can be affected by boosters and other factors. This setting modifies that 10% base failure rate.",GR_FailureRateTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"By default, a genomorpher process will fail 10% of the time. This can be affected by boosters and other factors. This setting modifies that 10% base failure rate."
GR_QuestRate,Abandoned lab quests multiplier (lower means getting the event more often),GR_QuestRate,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Abandoned lab quests multiplier (lower means getting the event more often)
GR_QuestRateTooltip,"The frequency of the abandoned lab quest being offered is multiplied by this number (with a multiplier of 1, it is offered every between 10 and 30 days at random). Numbers below 1 decrease the time, while numbers above it increase it. Note that this event doesn't ""replace"" normal quests, it works independently.",GR_QuestRateTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"The frequency of the abandoned lab quest being offered is multiplied by this number (with a multiplier of 1, it is offered every between 10 and 30 days at random). Numbers below 1 decrease the time, while numbers above it increase it. Note that this event doesn't ""replace"" normal quests, it works independently."
GR_RaidsRate,"""Roaming monstrosities"" raids multiplier (lower means getting the event more often)",GR_RaidsRate,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"""Roaming monstrosities"" raids multiplier (lower means getting the event more often)"
GR_RaidsRateTooltip,"The frequency of the roaming, manhunting hybrids attacking your colony event is multiplied by this number (with a multiplier of 1, it is offered every between 10 and 30 days at random). Numbers below 1 decrease the time, while numbers above it increase it. Note that this event doesn't ""replace"" normal raids, it works independently.",GR_RaidsRateTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"The frequency of the roaming, manhunting hybrids attacking your colony event is multiplied by this number (with a multiplier of 1, it is offered every between 10 and 30 days at random). Numbers below 1 decrease the time, while numbers above it increase it. Note that this event doesn't ""replace"" normal raids, it works independently."
GR_DisableOldAgeDiseases,Disable all genetic diseases,GR_DisableOldAgeDiseases,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable all genetic diseases
GR_DisableOldAgeDiseasesTooltip,"Disables all genetic diseases that afflict the hybrids after a given time, depending on their quality. Bear in mind that this effectively means the hybrids won't ever die of old age, as they don't receive ""old age"" diseases such as dementia.",GR_DisableOldAgeDiseasesTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Disables all genetic diseases that afflict the hybrids after a given time, depending on their quality. Bear in mind that this effectively means the hybrids won't ever die of old age, as they don't receive ""old age"" diseases such as dementia."
GR_DisableHybridRaids,"Disable ""Roaming monstrosities"" raids",GR_DisableHybridRaids,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Disable ""Roaming monstrosities"" raids"
GR_DisableHybridRaidsTooltip,"Disables the roaming, manhunting hybrids attacking your colony periodically",GR_DisableHybridRaidsTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Disables the roaming, manhunting hybrids attacking your colony periodically"
GR_MakeAllHybridsControllable,Make all hybrids controllable,GR_MakeAllHybridsControllable,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Make all hybrids controllable
GR_MakeAllHybridsControllableTooltip,"Makes all hybrids draftable, being able to be ordered around by the player, without the need to use a controller booster",GR_MakeAllHybridsControllableTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Makes all hybrids draftable, being able to be ordered around by the player, without the need to use a controller booster"
GR_MakeAllHybridsFertile,Make all hybrids fertile,GR_MakeAllHybridsFertile,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Make all hybrids fertile
GR_MakeAllHybridsFertileTooltip,"Makes all hybrids popping up from an electrowomb be fertile, and thus able to breed, without needing a fertility unlocker booster. Bear in mind this will still not work on insectoid hybrids, as eusocial insects aren't ever fertile.",GR_MakeAllHybridsFertileTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Makes all hybrids popping up from an electrowomb be fertile, and thus able to breed, without needing a fertility unlocker booster. Bear in mind this will still not work on insectoid hybrids, as eusocial insects aren't ever fertile."
GR_Reset,Reset,GR_Reset,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Reset
GR_DisableGrowthCellAlerts,Disable growth cell alerts,GR_DisableGrowthCellAlerts,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable growth cell alerts
GR_DisableGrowthCellAlertsTooltip,Disable the pop up message that appears when a growth cell is finished by a genomorpher,GR_DisableGrowthCellAlertsTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable the pop up message that appears when a growth cell is finished by a genomorpher
GR_DisableWombAlerts,Disable electrowomb alerts,GR_DisableWombAlerts,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable electrowomb alerts
GR_DisableWombAlertsTooltip,Disable the pop up message that appears when a creature finishes growing in an electrowomb,GR_DisableWombAlertsTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable the pop up message that appears when a creature finishes growing in an electrowomb
GR_DisableMechanoidIFF,Disable mech hybrid IFF sensors,GR_DisableMechanoidIFF,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable mech hybrid IFF sensors
GR_DisableMechanoidIFFTooltip,"Disable mechanoid hybrids having a need for a mechahybrid antenna. With this setting ON, mechanoid hybrids will always remain tamed (with base game animal trainability mechanics still present) and you won't need to build any mechahybrid antennas, ever.",GR_DisableMechanoidIFFTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Disable mechanoid hybrids having a need for a mechahybrid antenna. With this setting ON, mechanoid hybrids will always remain tamed (with base game animal trainability mechanics still present) and you won't need to build any mechahybrid antennas, ever."
GR_HybridsPerAntenna,Mechanoid hybrids supported per antenna,GR_HybridsPerAntenna,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mechanoid hybrids supported per antenna
GR_HybridsPerAntennaTooltip,Choose the amount of hybrids that will be supported for each mechahybrid antenna. Default is five.,GR_HybridsPerAntennaTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Choose the amount of hybrids that will be supported for each mechahybrid antenna. Default is five.
GR_DisableGreaterScariaRotting,Disable Greater Scaria's 100% rotting,GR_DisableGreaterScariaRotting,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Disable Greater Scaria's 100% rotting
GR_DisableGreaterScariaRottingTooltip,"By default, greater scaria will rot corpses 100% of the time. With this setting on, it will instead rot corpses at the same rate as normal scaria, which is a storyteller setting. Bear in mind this means the player will just get meat and leather from the extra raids.",GR_DisableGreaterScariaRottingTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"By default, greater scaria will rot corpses 100% of the time. With this setting on, it will instead rot corpses at the same rate as normal scaria, which is a storyteller setting. Bear in mind this means the player will just get meat and leather from the extra raids."
GR_HybridSpawnerRadius,Random hybrid spawner radius,GR_HybridSpawnerRadius,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Random hybrid spawner radius
GR_HybridSpawnerRadiusTooltip,"Defines the radius that ""Abandoned Lab"" quests' random hybrid spawners use to detect player around them and spawn a random hostile hybrid. Default is 12 tiles. WARNING: Cranking this up to 40 is laggy, as the number of tiles in a circle raises exponentially by radius, not linearly.",GR_HybridSpawnerRadiusTooltip,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,"Defines the radius that ""Abandoned Lab"" quests' random hybrid spawners use to detect player around them and spawn a random hostile hybrid. Default is 12 tiles. WARNING: Cranking this up to 40 is laggy, as the number of tiles in a circle raises exponentially by radius, not linearly."
RB_BeeHoneyCombProduction,Honeycomb production,RB_BeeHoneyCombProduction,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Honeycomb production
RB_Organic_Drone_Tag,Organic Drone,RB_Organic_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Organic Drone
RB_Hybernating_Drone_Tag,Hybernating Drone,RB_Hybernating_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Hybernating Drone
RB_Cattle_Drone_Tag,Cattle Drone,RB_Cattle_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Cattle Drone
RB_Clucking_Drone_Tag,Clucking Drone,RB_Clucking_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Clucking Drone
RB_Exploding_Drone_Tag,Exploding Drone,RB_Exploding_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Exploding Drone
RB_Horned_Drone_Tag,Horned Drone,RB_Horned_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Horned Drone
RB_Hound_Drone_Tag,Hound Drone,RB_Hound_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Hound Drone
RB_Mecha_Drone_Tag,Mecha Drone,RB_Mecha_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mecha Drone
RB_Megaspidery_Drone_Tag,Megaspidery Drone,RB_Megaspidery_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Megaspidery Drone
RB_Mousy_Drone_Tag,Mousy Drone,RB_Mousy_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mousy Drone
RB_Purring_Drone_Tag,Purring Drone,RB_Purring_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Purring Drone
RB_Scaly_Drone_Tag,Scaly Drone,RB_Scaly_Drone_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Scaly Drone
RB_Organic_Queen_Tag,Organic Queen,RB_Organic_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Organic Queen
RB_Hybernating_Queen_Tag,Hybernating Queen,RB_Hybernating_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Hybernating Queen
RB_Cattle_Queen_Tag,Cattle Queen,RB_Cattle_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Cattle Queen
RB_Clucking_Queen_Tag,Clucking Queen,RB_Clucking_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Clucking Queen
RB_Exploding_Queen_Tag,Exploding Queen,RB_Exploding_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Exploding Queen
RB_Horned_Queen_Tag,Horned Queen,RB_Horned_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Horned Queen
RB_Hound_Queen_Tag,Hound Queen,RB_Hound_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Hound Queen
RB_Mecha_Queen_Tag,Mecha Queen,RB_Mecha_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mecha Queen
RB_Megaspidery_Queen_Tag,Megaspidery Queen,RB_Megaspidery_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Megaspidery Queen
RB_Mousy_Queen_Tag,Mousy Queen,RB_Mousy_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Mousy Queen
RB_Purring_Queen_Tag,Purring Queen,RB_Purring_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Purring Queen
RB_Scaly_Queen_Tag,Scaly Queen,RB_Scaly_Queen_Tag,Misc_Gameplay.xml,keyed,Vanilla Genetics Expanded,Scaly Queen
GR_DeathRay.label,orbital heat ray,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,orbital heat ray
GR_DeathRay.description,Redirects an orbital mechanoid satellite to fire upon a selected location.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Redirects an orbital mechanoid satellite to fire upon a selected location.
GR_SetTrap.label,set chemfuel trap,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,set chemfuel trap
GR_SetTrap.description,Sets an explosive trap. The Manalope won't trigger it.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Sets an explosive trap. The Manalope won't trigger it.
GR_DetonateBomb.label,detonate chemfuel,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,detonate chemfuel
GR_DetonateBomb.description,Remotely detonate the chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Remotely detonate the chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.
GR_VentHeatedExhaust.label,vent heated exhaust,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,vent heated exhaust
GR_VentHeatedExhaust.description,Vents the heated gasses produced by this mechanoid hybrid's internal processes. This creates a wave of superheated ait that will affect the surrounding tiles. It will not affect the hybrid.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Vents the heated gasses produced by this mechanoid hybrid's internal processes. This creates a wave of superheated ait that will affect the surrounding tiles. It will not affect the hybrid.
GR_DetonateAcid.label,detonate acidic chemfuel,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,detonate acidic chemfuel
GR_DetonateAcid.description,Remotely detonate the acidic chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Remotely detonate the acidic chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.
GR_PoisonousCloud.label,release venomous cloud,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,release venomous cloud
GR_PoisonousCloud.description,Releases a cloud of poisonous gas from this creature. The animal will NOT be affected and damaged by it.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Releases a cloud of poisonous gas from this creature. The animal will NOT be affected and damaged by it.
GR_DetonatePoison.label,detonate venomous chemfuel,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,detonate venomous chemfuel
GR_DetonatePoison.description,Remotely detonate the venomous chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Remotely detonate the venomous chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.
GR_DetonateFrost.label,detonate cryo chemfuel,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,detonate cryo chemfuel
GR_DetonateFrost.description,Remotely detonate the cryo chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.,description,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,Remotely detonate the cryo chemfuel reservoirs of this creature. The animal will be affected and damaged by the resulting explosion.
GR_DetonateStun.label,detonate stunning chemfuel,label,AbilityDef/AbilityDef.xml,def,Vanilla Genetics Expanded,detonate stunning chemfuel
